_key,qmof_id,name,info/formula,info/formula_reduced,info/mofid/mofid,info/mofid/mofkey,info/mofid/smiles_nodes/0,info/mofid/smiles_linkers/0,info/mofid/smiles,info/mofid/topology,info/natoms,info/pld,info/lcd,info/density,info/volume,info/symmetry/spacegroup,info/symmetry/spacegroup_number,info/symmetry/spacegroup_crystal,info/symmetry/pointgroup,info/synthesized,info/source,info/doi,inputs/pbe/theory,inputs/pbe/pseudopotentials/0,inputs/pbe/pseudopotentials/1,inputs/pbe/pseudopotentials/2,inputs/pbe/pseudopotentials/3,inputs/pbe/pseudopotentials/4,inputs/pbe/encut,inputs/pbe/kpoints/0,inputs/pbe/kpoints/1,inputs/pbe/kpoints/2,inputs/pbe/gamma,inputs/pbe/spin,outputs/pbe/energy_total,outputs/pbe/energy_vdw,outputs/pbe/energy_elec,outputs/pbe/net_magmom,outputs/pbe/bandgap,outputs/pbe/cbm,outputs/pbe/vbm,outputs/pbe/directgap,outputs/pbe/bandgap_spins/0,outputs/pbe/bandgap_spins/1,outputs/pbe/cbm_spins/0,outputs/pbe/cbm_spins/1,outputs/pbe/vbm_spins/0,outputs/pbe/vbm_spins/1,outputs/pbe/directgap_spins/0,outputs/pbe/directgap_spins/1,inputs/hle17/theory,inputs/hle17/pseudopotentials/0,inputs/hle17/pseudopotentials/1,inputs/hle17/pseudopotentials/2,inputs/hle17/pseudopotentials/3,inputs/hle17/pseudopotentials/4,inputs/hle17/encut,inputs/hle17/kpoints/0,inputs/hle17/kpoints/1,inputs/hle17/kpoints/2,inputs/hle17/gamma,inputs/hle17/spin,inputs/hse06_10hf/theory,inputs/hse06_10hf/pseudopotentials/0,inputs/hse06_10hf/pseudopotentials/1,inputs/hse06_10hf/pseudopotentials/2,inputs/hse06_10hf/pseudopotentials/3,inputs/hse06_10hf/pseudopotentials/4,inputs/hse06_10hf/encut,inputs/hse06_10hf/kpoints/0,inputs/hse06_10hf/kpoints/1,inputs/hse06_10hf/kpoints/2,inputs/hse06_10hf/gamma,inputs/hse06_10hf/spin,inputs/hse06/theory,inputs/hse06/pseudopotentials/0,inputs/hse06/pseudopotentials/1,inputs/hse06/pseudopotentials/2,inputs/hse06/pseudopotentials/3,inputs/hse06/pseudopotentials/4,inputs/hse06/encut,inputs/hse06/kpoints/0,inputs/hse06/kpoints/1,inputs/hse06/kpoints/2,inputs/hse06/gamma,inputs/hse06/spin,outputs/hle17/energy_total,outputs/hle17/energy_vdw,outputs/hle17/energy_elec,outputs/hle17/net_magmom,outputs/hle17/bandgap,outputs/hle17/cbm,outputs/hle17/vbm,outputs/hle17/directgap,outputs/hle17/bandgap_spins/0,outputs/hle17/bandgap_spins/1,outputs/hle17/cbm_spins/0,outputs/hle17/cbm_spins/1,outputs/hle17/vbm_spins/0,outputs/hle17/vbm_spins/1,outputs/hle17/directgap_spins/0,outputs/hle17/directgap_spins/1,outputs/hse06_10hf/energy_total,outputs/hse06_10hf/energy_vdw,outputs/hse06_10hf/energy_elec,outputs/hse06_10hf/net_magmom,outputs/hse06_10hf/bandgap,outputs/hse06_10hf/cbm,outputs/hse06_10hf/vbm,outputs/hse06_10hf/directgap,outputs/hse06_10hf/bandgap_spins/0,outputs/hse06_10hf/bandgap_spins/1,outputs/hse06_10hf/cbm_spins/0,outputs/hse06_10hf/cbm_spins/1,outputs/hse06_10hf/vbm_spins/0,outputs/hse06_10hf/vbm_spins/1,outputs/hse06_10hf/directgap_spins/0,outputs/hse06_10hf/directgap_spins/1,outputs/hse06/energy_total,outputs/hse06/energy_vdw,outputs/hse06/energy_elec,outputs/hse06/net_magmom,outputs/hse06/bandgap,outputs/hse06/cbm,outputs/hse06/vbm,outputs/hse06/directgap,outputs/hse06/bandgap_spins/0,outputs/hse06/bandgap_spins/1,outputs/hse06/cbm_spins/0,outputs/hse06/cbm_spins/1,outputs/hse06/vbm_spins/0,outputs/hse06/vbm_spins/1,outputs/hse06/directgap_spins/0,outputs/hse06/directgap_spins/1,inputs/pbe/pseudopotentials/5,inputs/hle17/pseudopotentials/5,inputs/hse06_10hf/pseudopotentials/5,inputs/hse06/pseudopotentials/5,info/mofid/smiles_linkers/1,info/mofid/smiles_nodes/1,inputs/pbe/pseudopotentials/6,info/mofid/smiles_linkers/2,inputs/hle17/pseudopotentials/6,inputs/hse06_10hf/pseudopotentials/6,inputs/hse06/pseudopotentials/6,info/mofid/smiles_nodes/2,info/mofid/smiles_linkers/3,info/mofid/smiles_linkers/4,info/mofid/smiles_linkers/5
qmof-d1c7a8a,qmof-d1c7a8a,BIPGUD_FSR,Co2C38H40N4O18,CoC19H20N2O9,,,,,,,102,0.91998,1.97162,1.6595412499801268,959.1829622880846,P-1,2,triclinic,-1,true,CSD,https://doi.org/10.1107/S1600536804028673,PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,2,1,true,true,-668.02099276,-8.01985,-660.00114276,6,0.46895600000000015,1.70842,1.239464,false,2.124647,0.46895600000000015,3.010213,1.70842,0.885566,1.239464,false,false,HLE17//PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-4007.4521878,0,-4007.4521878,6,0.279687,-0.674221,-0.953908,false,3.14994,0.279687,1.286698,-0.674221,-1.863242,-0.953908,false,false,-717.820897,-7.00823,-710.8126669999999,6,2.131497,2.598436,0.466939,false,3.067031,2.131497,3.177538,2.598436,0.110507,0.466939,true,false,-795.10738174,-7.00823,-788.09915174,6,3.857061,3.389856,-0.467205,false,3.905928,3.857061,3.421878,3.389856,-0.48405,-0.467205,false,false,,,,,,,,,,,,,,,
qmof-82b967d,qmof-82b967d,BIYQEI_FSR,Co4C44H36N12O16,CoC11H9N3O4,,,[Co],[O-]C(=O)Cc1ccc(cc1)n1cnnc1,[Co].[O-]C(=O)Cc1ccc(cc1)n1cnnc1.[O-]C=O,,112,1.04249,1.90101,1.7983491152449333,1130.7204299079267,C2/c,15,monoclinic,2/m,true,CSD,https://doi.org/10.1515/ncrs-2018-0541,PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-771.53844179,-9.39004,-762.14840179,0,0.40349900000000005,2.067254,1.663755,true,0.40649000000000024,0.40349900000000005,2.068188,2.067254,1.661698,1.663755,true,true,HLE17//PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Co 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-5332.81308527,0,-5332.81308527,0,0.276662,-0.216358,-0.49302,true,0.2793,0.27696,-0.216358,-0.21606,-0.495658,-0.49302,true,true,-831.2867523,-8.36171,-822.9250423,0,1.9662229999999998,2.931387,0.965164,true,1.9906140000000003,1.9662229999999998,2.937155,2.931387,0.946541,0.965164,true,true,-924.12414623,-8.36171,-915.7624362299999,0,4.045656,3.944902,-0.100754,false,4.0680000000000005,4.045656,3.947735,3.944902,-0.120265,-0.100754,false,false,,,,,[O-]C=O,,,,,,,,,,
qmof-e08db99,qmof-e08db99,BIYYUE_FSR,Mn4C24H20N8O20,MnC6H5N2O5,,,[OH2][Mn],[O-]C(=O)C(=O)[O-],[O-]C(=O)C(=O)[O-].[O-]C(=O)c1ncccn1.[OH2][Mn],,76,0.65836,1.86287,2.0296191065622877,785.5982348857689,P2_1/c,14,monoclinic,2/m,true,CSD,https://doi.org/10.1107/S1600536808002687,PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,2,1,true,true,-542.77040026,-6.95569,-535.81471026,20,0.6851449999999999,2.669961,1.984816,false,2.976314,0.8523360000000002,2.669961,2.837152,-0.306353,1.984816,true,false,HLE17//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-4244.94846711,0,-4244.94846711,20,2.580104,0.878139,-1.701965,true,3.6189,2.679967,0.878139,0.978002,-2.740761,-1.701965,true,true,-591.05960551,-6.42317,-584.63643551,20,1.58808,2.862545,1.274465,true,3.619608,1.7262920000000002,2.862545,3.000757,-0.757063,1.274465,true,true,-665.29959581,-6.42317,-658.87642581,20,2.943005,3.153888,0.210883,true,4.629503,3.048093,3.153888,3.258976,-1.475615,0.210883,true,true,,,,,[O-]C(=O)c1ncccn1,,,,,,,,,,
qmof-9aa7703,qmof-9aa7703,BOCXUO_FSR,Ni3C36H30N12S6,NiC12H10N4S2,,,[Ni],[S]C#N,[Ni].[S]C#N,,87,0.95506,1.73382,1.6994920004471938,976.2725925714301,P-1,2,triclinic,-1,true,CSD,https://doi.org/10.1107/S1600536814009611,PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,true,-579.62624879,-8.66208,-570.96416879,2,0.9311319999999998,2.001819,1.070687,false,1.0034989999999997,0.940188,2.001819,2.010875,0.99832,1.070687,false,false,HLE17//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,true,HSE06-D3BJ//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,true,-4662.05113089,0,-4662.05113089,2,0.9864380000000001,-0.369951,-1.356389,false,1.0140820000000001,0.9864380000000001,-0.361508,-0.369951,-1.37559,-1.356389,false,false,-619.49383467,-7.99766,-611.49617467,2,1.9587350000000001,2.496852,0.538117,false,2.044921,1.9587350000000001,2.501011,2.496852,0.45609,0.538117,false,false,-681.53741201,-7.99766,-673.53975201,2,3.6067839999999998,3.478023,-0.128761,false,3.6939029999999997,3.614149,3.478023,3.485388,-0.21588,-0.128761,true,false,,,,,,,,,,,,,,,
qmof-9f43bb6,qmof-9f43bb6,BOFTAS_FSR,Mn2C24H32N4O16S4,MnC12H16N2O8S2,Nc1ccc(cc1)S([O])([O])[O].[OH2][Mn][OH2] MOFid-v1.sql.cat0,Mn.GPICCJPOCJXCSM.MOFkey-v1.sql,[OH2][Mn][OH2],Nc1ccc(cc1)S([O])([O])[O],Nc1ccc(cc1)S([O])([O])[O].[OH2][Mn][OH2],sql,82,1.2992,2.38481,1.746357062068537,827.8787308600945,P-1,2,triclinic,-1,true,CSD,https://doi.org/10.1107/S1600536808025579,PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,3,3,1,true,true,-521.99973232,-7.20387,-514.79586232,10,2.107479,3.562682,1.455203,true,2.399685,3.30737,3.854888,3.562682,1.455203,0.255312,true,true,HLE17//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,true,HSE06-D3BJ//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,true,-3836.01787301,0,-3836.01787301,10,3.429024,1.923566,-1.505458,true,3.688081,3.6891040000000004,2.182623,1.923566,-1.505458,-1.765538,true,true,-564.44852646,-6.44313,-558.00539646,10,2.9598190000000004,3.859462,0.899643,true,3.085539,3.858569,3.985182,3.859462,0.899643,0.000893,true,true,-629.99567058,-6.44313,-623.55254058,10,3.9971310000000004,4.158013,0.160882,true,4.065638,4.5433650000000005,4.22652,4.158013,0.160882,-0.385352,true,true,O 08Apr2002,O 08Apr2002,O 08Apr2002,O 08Apr2002,,,,,,,,,,,
qmof-f4ceca8,qmof-f4ceca8,BOFTIC_FSR,Mn8C156H124N16O40,Mn2C39H31N4O10,,,[Mn][Mn],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-],[Mn][Mn].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-].[OH2][Mn][OH2].n1ccc(cc1)c1ccncc1,,344,1.1102,3.04831,1.547247953352828,3544.034882914669,P2_1/c,14,monoclinic,2/m,true,CSD,https://doi.org/10.1016/j.ica.2019.04.020,PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-2379.23235831,-28.35438,-2350.87797831,40,0.49744500000000014,1.969033,1.471588,true,0.6315280000000001,1.612796,2.103116,1.969033,1.471588,0.356237,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n1ccc(cc1)c1ccncc1,[OH2][Mn][OH2],,,,,,,,,
qmof-a98e632,qmof-a98e632,BOHFAF_FSR,Co2C40F12H48N16Si2,CoC20F6H24N8Si,,,,,,,120,1.41204,2.25167,1.606611282985909,1193.7012750339616,P2/c,13,monoclinic,2/m,true,CSD,https://doi.org/10.1021/ic00140a004,PBE-D3BJ,Co 02Aug2007,Si 05Jan2001,H 15Jun2001,C 08Apr2002,N 08Apr2002,520,2,1,1,true,true,-764.18066003,-8.93776,-755.24290003,2,1.619607,2.712835,1.093228,false,2.230234,1.619607,2.873697,2.712835,0.643463,1.093228,false,false,HLE17//PBE-D3BJ,Co 02Aug2007,Si 05Jan2001,H 15Jun2001,C 08Apr2002,N 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Co 02Aug2007,Si 05Jan2001,H 15Jun2001,C 08Apr2002,N 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Co 02Aug2007,Si 05Jan2001,H 15Jun2001,C 08Apr2002,N 08Apr2002,520,2,1,1,true,true,-4815.16877795,0,-4815.16877795,2,0.771335,-0.076807,-0.848142,false,1.8653279999999999,1.1888459999999998,-0.076807,0.340704,-1.942135,-0.848142,true,false,-818.95935213,-7.87858,-811.0807721299999,2,3.0702369999999997,3.425918,0.355681,false,3.5476959999999997,3.0962009999999998,3.425918,3.451882,-0.121778,0.355681,false,false,-903.82063091,-7.87858,-895.9420509099999,2,4.415145,3.75712,-0.658025,true,4.930115,4.415145,3.760287,3.75712,-1.169828,-0.658025,true,true,F 08Apr2002,F 08Apr2002,F 08Apr2002,F 08Apr2002,,,,,,,,,,,
qmof-f621598,qmof-f621598,BOHGOU_FSR,Mn2C8H12O12,MnC4H6O6,,,[OH2][Mn][OH2],[O-]C(=O)C=CC(=O)[O-],[O-]C(=O)C=CC(=O)[O-].[OH2][Mn][OH2],,34,1.03138,2.18236,1.9802302754285872,343.85074846306674,Cc,9,monoclinic,m,true,CSD,https://doi.org/10.1107/S0108270183003510,PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,O 08Apr2002,,520,3,3,3,true,true,-222.56646209,-2.76323,-219.80323209,10,1.391631,2.553583,1.161952,false,1.5684379999999998,3.416302,2.73039,2.553583,1.161952,-0.862719,false,false,HLE17//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,O 08Apr2002,,520,2,2,2,false,true,HSE06-D3BJ-HF10//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,O 08Apr2002,,520,2,2,2,false,true,HSE06-D3BJ//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,O 08Apr2002,,520,2,2,2,false,true,-1874.87846226,0,-1874.87846226,10,3.2522070000000003,0.811243,-2.440964,true,3.336497,3.9331620000000003,0.895533,0.811243,-2.440964,-3.121919,true,false,-243.60667493,-2.53062,-241.07605493,10,2.3571429999999998,2.802689,0.445546,true,2.4646,4.108994,2.910146,2.802689,0.445546,-1.306305,true,false,-275.97588036,-2.53062,-273.44526036,10,3.7193699999999996,3.107541,-0.611829,true,3.7889869999999997,5.02499,3.177158,3.107541,-0.611829,-1.917449,true,false,,,,,,,,,,,,,,,
qmof-6c9e6ff,qmof-6c9e6ff,BOJKAM01_FSR,Ni4C16H36N4O24,NiC4H9NO6,,,[OH2][Ni][OH2],[O-]C(=O)CC(C(=O)[O-])N,[O-]C(=O)CC(C(=O)[O-])N.[OH2][Ni][OH2],,84,1.02175,2.39907,1.9193786698411173,781.4353562023812,P2_12_12_1,19,orthorhombic,222,true,CSD,https://doi.org/10.1515/zkri-2013-1687,PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,2,1,true,true,-508.72604572,-6.12647,-502.59957572,0,1.4556680000000002,2.134049,0.678381,false,1.4565880000000002,1.4556680000000002,2.134536,2.134049,0.677948,0.678381,false,false,HLE17//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-4298.16992667,0,-4298.16992667,0,1.2791349999999997,-0.82736,-2.106495,true,1.2797259999999997,1.279664,-0.826769,-0.82736,-2.106495,-2.107024,true,true,-552.09958342,-5.30087,-546.79871342,0,3.0524549999999997,2.821239,-0.231216,true,3.053593,3.0524549999999997,2.821884,2.821239,-0.231709,-0.231216,true,true,-619.80180304,-5.30087,-614.50093304,0,5.371511,4.060828,-1.310683,true,5.372442,5.371511,4.061339,4.060828,-1.311103,-1.310683,true,true,,,,,,,,,,,,,,,
qmof-815e12a,qmof-815e12a,BOJKAM03_FSR,Ni4C16H36N4O24,NiC4H9NO6,,,[OH2][Ni][OH2],[O-]C(=O)CC(C(=O)[O-])N,[O-]C(=O)CC(C(=O)[O-])N.[OH2][Ni][OH2],,84,1.29505,1.77038,1.9627230678105774,764.1782883958537,P2_12_12_1,19,orthorhombic,222,true,CSD,https://doi.org/10.1515/zkri-2013-1687,PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,2,1,true,true,-508.06515864,-6.10033,-501.96482864,0,1.4292900000000002,2.300085,0.870795,false,1.4292900000000002,1.431148,2.300085,2.300942,0.870795,0.869794,false,false,HLE17//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-4297.78435464,0,-4297.78435464,0,1.311861,-0.629155,-1.941016,false,1.313087,1.312896,-0.629155,-0.62812,-1.942242,-1.941016,false,false,-551.49389516,-5.26298,-546.23091516,0,3.034033,3.073253,0.03922,false,3.034033,3.034961,3.073253,3.073532,0.03922,0.038571,false,false,-619.2514222,-5.26298,-613.9884422,0,5.3462000000000005,4.300493,-1.045707,true,5.3462000000000005,5.347894,4.300493,4.30119,-1.045707,-1.046704,true,true,,,,,,,,,,,,,,,
qmof-cebd596,qmof-cebd596,BOJKAM09_FSR,Ni4C16H36N4O24,NiC4H9NO6,,,[OH2][Ni],[O-]C(=O)CC(C(=O)[O-])N,[O-]C(=O)CC(C(=O)[O-])N.[OH2][Ni].[OH2][Ni][OH2],,84,1.25402,2.13112,1.9537750963928704,767.6781003727914,P1,1,triclinic,1,true,CSD,https://doi.org/10.1515/zkri-2013-1687,PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,2,1,true,true,-507.94448283,-6.28144,-501.66304283000005,2,0.99503,1.933098,0.938068,false,0.99503,1.03803,1.933098,1.974912,0.938068,0.936882,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[OH2][Ni][OH2],,,,,,,,,
qmof-3ce38c4,qmof-3ce38c4,BOJKAM_FSR,Ni4C16H36N4O24,NiC4H9NO6,,,[OH2][Ni][OH2],[O-]C(=O)CC(C(=O)[O-])N,[O-]C(=O)CC(C(=O)[O-])N.[OH2][Ni][OH2],,84,1.34019,2.30156,1.8519889571627237,809.870031218961,P2_12_12_1,19,orthorhombic,222,true,CSD,https://doi.org/10.1039/dt9820002541,PBE-D3BJ,Ni 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,2,1,true,true,-508.5538379,-5.88542,-502.6684179,8,1.551367,1.979136,0.427769,false,3.434956,1.699869,3.862725,1.979136,0.427769,0.279267,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a0db6b2,qmof-a0db6b2,BOJLIW_FSR,Mn6C16H28N72O8,Mn3C8H14N36O4,N1=NN=C([N]1)Nc1nnn[nH]1.[Mn]1[OH][Mn][OH]1.[OH2][Mn][OH2] MOFid-v1.sql.cat0,Mn.OFGULAQIYAWFHM.MOFkey-v1.sql,[Mn]1[OH][Mn][OH]1,N1=NN=C([N]1)Nc1nnn[nH]1,N1=NN=C([N]1)Nc1nnn[nH]1.[Mn]1[OH][Mn][OH]1.[OH2][Mn][OH2],sql,130,0.88105,3.70351,1.9703974423339907,1421.2859105088978,Ibam,72,orthorhombic,mmm,true,CSD,https://doi.org/10.1021/ic801026y,PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,2,1,true,true,-947.00359358,-11.76892,-935.23467358,10,0.5955080000000001,3.257321,2.661813,false,2.2193259999999997,0.5955080000000001,3.902002,3.257321,1.682676,2.661813,true,false,HLE17//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,1,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,1,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,1,1,1,true,true,-7228.40945668,0,-7228.40945668,10,2.08489,1.389213,-0.695677,true,3.410333,2.08489,1.907886,1.389213,-1.502447,-0.695677,true,true,-1035.23601851,-10.61012,-1024.6258985099998,10,1.6447719999999997,3.68212,2.037348,true,3.241777,1.6447719999999997,4.160113,3.68212,0.918336,2.037348,true,true,-1171.01733841,-10.61012,-1160.40721841,10,3.0997389999999996,4.195422,1.095683,true,4.6881639999999996,3.0997389999999996,4.525274,4.195422,-0.16289,1.095683,true,true,,,,,,[OH2][Mn][OH2],,,,,,,,,
qmof-65d9b71,qmof-65d9b71,BOJLOC01_FSR,Mn4C8H12N36O4,MnC2H3N9O,,,[OH2][Mn],N1=NN=C([N]1)NC1=NN=N[N]1,N1=NN=C([N]1)NC1=NN=N[N]1.[OH2][Mn],,64,0.78076,1.71066,2.2962005359338367,648.0829355404632,P2_1/c,14,monoclinic,2/m,true,CSD,https://doi.org/10.1039/b809415b,PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,3,2,2,true,true,-479.9005706,-6.68167,-473.2189006,20,1.6513609999999996,4.063616,2.412255,false,2.4898249999999997,2.6691599999999998,4.90208,4.063616,2.412255,1.394456,false,true,HLE17//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ-HF10//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,HSE06-D3BJ//PBE-D3BJ,Mn_pv 02Aug2007,H 15Jun2001,C 08Apr2002,N 08Apr2002,O 08Apr2002,520,2,1,1,true,true,-3960.50339739,0,-3960.50339739,20,3.089684,2.159982,-0.929702,true,3.756721,3.089684,2.81219,2.159982,-0.944531,-0.929702,true,true,-525.80375383,-6.14741,-519.65634383,20,2.804494,4.475136,1.670642,true,3.4696740000000004,3.358521,5.140316,4.475136,1.670642,1.116615,true,true,-596.32578778,-6.14741,-590.17837778,20,4.271274,4.97089,0.699616,true,4.776484,4.287186999999999,5.4761,4.97089,0.699616,0.683703,true,true,,,,,,,,,,,,,,,
qmof-6c0ffdd,qmof-6c0ffdd,BOKSOK_FSR,Fe2C52H36N20S4,FeC26H18N10S2,,,[Fe],c1ccc(nc1)N(c1ccccn1)c1ncnc(c1)N(c1ccccn1)c1ccccn1,[Fe].c1ccc(nc1)N(c1ccccn1)c1ncnc(c1)N(c1ccccn1)c1ccccn1,,114,1.09426,2.31928,1.556461357283291,1259.8926064671525,P1,1,triclinic,1,true,CSD,https://doi.org/10.1002/chem.200800886,PBE-D3BJ,Fe 06Sep2000,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,false,-805.93466542,-10.6208,-795.31386542,0,1.306262,2.739614,1.433352,false,,,,,,,,,HLE17//PBE-D3BJ,Fe 06Sep2000,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,false,HSE06-D3BJ-HF10//PBE-D3BJ,Fe 06Sep2000,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,false,HSE06-D3BJ//PBE-D3BJ,Fe 06Sep2000,H 15Jun2001,C 08Apr2002,S 06Sep2000,N 08Apr2002,520,2,2,1,true,false,-4948.23223059,0,-4948.23223059,0,0.9365859999999999,0.320304,-0.616282,false,,,,,,,,,-860.86012659,-9.54946,-851.3106665900001,0,1.91697,2.934634,1.017664,true,,,,,,,,,-946.17466646,-9.54946,-936.6252064600001,0,2.846185,3.181439,0.335254,true,,,,,,,,,,,,,,,,,,,,,,,
